source_index,sample_id,scene,query,reference,type
846,基因干细胞诊疗-04,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在基因干细胞诊疗中，以下哪些情况符合医务人员应尽的义务？
A.常规诊疗中向患者说明病情和基础医疗措施
B.在实施基因干细胞移植前，向患者详细说明医疗风险和替代治疗方案
C.在患者拒绝听取说明时，无需进一步沟通直接进行治疗
D.患者因昏迷无法知情同意时，向其近亲属说明并取得明确同意
E.对特殊检查仅进行口头告知并获得患者口头默许
【思考过程】：
",ABD,客观题
847,基因干细胞诊疗-05,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在基因干细胞诊疗中，下列哪种情形可能导致医疗机构承担赔偿责任？
A.医务人员因患者无力支付费用而简化诊疗流程
B.医务人员未履行与当时医疗水平相应的诊疗义务
C.诊疗方案与患者宗教信仰冲突但已取得知情同意
D.医疗机构因设备故障导致3小时后才能完成检测
E.医务人员在非紧急情况下采用尚未通过伦理审查的新技术
【思考过程】：
",B,客观题
848,基因干细胞诊疗-06,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：患者在基因干细胞诊疗活动中受损害，出现下列哪些情形应推定医疗机构有过错？
A.医务人员未着工作服进行操作
B.机构拒绝提供药物不良反应报告单
C.修改病历增加患者禁忌症记录
D.按医疗废物管理规定销毁过期病历
E.未按卫生部门要求更新诊疗设备
【思考过程】：
",BC,客观题
849,基因干细胞诊疗-07,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在基因干细胞诊疗中，医疗机构在哪些情形下不承担赔偿责任？（多选）
A.医疗机构未告知治疗后可能出现脱发风险
B.医务人员在抢救时实施了合理但并非最佳的诊疗方案
C.患者因宗教信仰拒绝配合标准化治疗流程
D.因医疗设备夜间突发故障导致诊疗失败
E.使用当前未被学术界公认的基因编辑方法导致疗效未达预期
【思考过程】：
",BCE,客观题
850,基因干细胞诊疗-08,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在基因干细胞诊疗中，以下哪种行为可能违反""不实施不必要检查""的医疗伦理规定？
A.对患者进行精准药物基因检测以确定最佳剂量方案
B.在常规基因测序结果正常的情况下，强制追加全外显子组测序
C.连续3周要求重复进行相同诱导多能干细胞功能指标检测
D.根据疑似遗传病史开展针对性基因筛查
【思考过程】：
",BC,客观题
851,基因干细胞诊疗-09,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据相关法律法规，以下哪种情形需要依法获得批准？
A.境外组织获取我国普通植物种子用于商品贸易
B.境内科研机构利用本地常见动物细胞进行疫苗研发
C.境外个人实际控制的机构采集我国珍贵龟类基因样本
D.我国非政府组织运输大额现金至境外
E.大学实验室保存患者自愿捐赠的普通皮肤细胞
【思考过程】：
",C,客观题
852,基因干细胞诊疗-10,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种活动不需要经国务院科学技术主管部门批准？
A.采集我国重要遗传家系的人类遗传资源
B.保藏用于临床诊疗的人类遗传资源
C.与国外机构合作开展人类遗传资源研究
D.将人类遗传资源材料携带出境
E.为采供血服务而采集人类遗传资源
【思考过程】：
",BE,客观题
902,数字医疗-01,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在数字医疗场景中，根据相关法律法规，下列哪种情形不属于组织或个人承担法定救助义务的情形？
A.患者因远程诊断系统故障导致健康数据中断，突发呼吸困难
B.网络药房错误推送过量用药方案导致用户肝肾功能受损
C.未与患者建立医疗关系的路人在公共场所突发心搏骤停
D.AI医疗设备操作员发现用户上传的数据显示其有急性脑卒中风险
【思考过程】：
",C,客观题
903,数字医疗-02,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：某自然人生前未反对器官捐献，其去世后，配偶与父母达成一致但无法联系成年子女。以下哪种处理方式符合相关规定？
A.配偶、父母、成年子女共同书面同意捐献
B.配偶和父母书面同意捐献不需联系成年子女
C.配偶、父母、成年子女口头同意捐献
D.医院直接按家属意愿处理无需书面材料
E.医生暗示捐献可获取经济补偿以促成决定
【思考过程】：
",A,客观题
904,数字医疗-03,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为不属于违反《禁止买卖人体细胞组织器官相关规定》的情形？
A.私自出售个人存储的亲属遗体器官
B.通过合法机构接收科研捐赠的人体组织样本
C.以研究名义收购活体干细胞
D.医院间共享未使用的人造骨骼假体材料
【思考过程】：
",BD,客观题
905,数字医疗-04,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在数字医疗领域进行新型诊疗算法临床试验时，以下哪些行为符合我国相关法规要求？
A.获得主管部门批文但未完成伦理审查即开展试验
B.向受试者收取设备使用费
C.将试验风险概要告知受试者后仅取得口头同意
D.向受试者监护人说明全部风险并取得书面签字
E.使用获批资金覆盖全部试验成本
【思考过程】：
",DE,客观题
906,数字医疗-05,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情形违反了与人体基因、人体胚胎相关医学活动的法律规定？
A.研究导致实验志愿者肝功能异常
B.将基因编辑数据非法售卖给境外机构
C.公开胚胎来源研究对象的个人隐私
D.未经申请专利直接公开新技术方案
【思考过程】：
",ABC,客观题
907,数字医疗-06,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在数字医疗诊疗活动中，若因医务人员过错导致患者损害，赔偿责任应如何承担？
A.由涉事医务人员个人承担
B.由医疗机构和涉事医务人员共同承担
C.由医疗机构承担全部责任
D.无需赔偿
【思考过程】：
",C,客观题
908,数字医疗-07,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在数字医疗场景下，医务人员需要实施手术时，以下哪种情况属于其必须向患者说明的内容？
A.病情诊断的基本结论
B.医疗风险的具体细节
C.替代医疗方案的可行性
D.治疗费用的精确预估
E.个人从业经验及手术成功率
【思考过程】：
",BC,客观题
909,数字医疗-08,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情况符合紧急医疗措施实施的法律规定？
A.患者经济困难拒绝付费，未获家属签字即实施手術
B.患者昏迷但未达生命危险，主治医生未经请示使用实验性药物
C.家属拒绝签字但患者意识清醒，医务科主任批准进行介入治疗
D.因爆炸烧伤生命垂危且亲属失联，经院长批准立即实施气管切开
E.患者曾口头同意手术，但近亲属阻止抢救，急诊值班组长当机立断开展救治
【思考过程】：
",D,客观题
910,数字医疗-09,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在数字医疗诊疗活动中，以下哪种情形可能被认定为医务人员未尽到与当时医疗水平相应的诊疗义务？
A.按三年前发布的行业标准实施诊疗造成损害
B.因未采纳临床试验阶段的AI预测模型而误诊
C.未接入最新上市的远程监测设备延误治疗
D.未向患者推荐尚未纳入医保目录的数字疗法工具
【思考过程】：
",A,客观题
911,数字医疗-10,数字医疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：患者在数字医疗诊疗活动中出现损害，以下哪种情形可直接推定医疗机构有过错？
A.医疗机构违反诊疗规范的规定
B.隐匿与纠纷有关的病历资料
C.未及时更新5G远程医疗设备
D.销毁病历资料违法
E.未向患者解释手术风险
【思考过程】：
",ABD,客观题
959,安宁疗护-01,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在安宁疗护医疗场景中，以下哪种情况医疗卫生人员必须依法取得患者或其近亲属的知情同意？
A.实施镇痛性脊髓电刺激手术
B.开展每周常规血压监测
C.使用新型镇痛药物开展临床效果研究
D.进行终末期生命体征的特殊检查
E.在患者意识清醒时向近亲属说明替代医疗方案
【思考过程】：
",ACD,客观题
960,安宁疗护-02,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在安宁疗护中，以下哪两项属于患者的权利义务范畴？
A.医疗机构可以强制要求患者接受特定治疗
B.患者的隐私权和人格尊严应被保护
C.患者需遵守医疗卫生机构制定的诊疗秩序
D.医务人员可未经许可公开患者病情信息
E.患者可拒绝接受所有医疗建议
【思考过程】：
",BC,客观题
961,安宁疗护-03,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：医疗卫生机构开展安宁疗护服务时，需要遵守以下哪些规范性文件？
A.临床诊疗指南
B.医院内部操作惯例
C.临床技术操作规范
D.行业标准
E.家属特殊书面要求
【思考过程】：
",ACD,客观题
962,安宁疗护-04,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在安宁疗护中，以下哪些行为属于医疗卫生人员的禁止行为？
A. 对患者实施不必要的检查以增加收入
B. 根据患者病情调整药物剂量以减轻痛苦
C. 在接受患者家属自愿赠与后优先安排诊疗服务
D. 严格按照临床诊疗技术规范制定治疗方案
E. 在患者无法支付费用时拒绝继续提供基本医疗服务
【思考过程】：
",AC,客观题
963,安宁疗护-05,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为违反了医疗卫生人员权益保护的相关规定？
A.向主治医师发送匿名恐吓邮件
B.多次在工作时间外致电护士站咨询病情
C.以虚假信息在社交媒体上诋毁医师专业声誉
D.要求医师自愿代班完成额外诊疗工作
E.患者家属因不满疗效在候诊区静坐抗议
【思考过程】：
",AC,客观题
964,安宁疗护-06,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪个处理公民个人健康信息的行为是合法的？
A.未经本人同意收集肿瘤病史信息
B.向保险公司出售患者临终关怀记录
C.将老年痴呆患者的病历传输给商业机构
D.取得授权后用于多中心安宁疗护研究
E.经配偶同意后出售患者健康数据
【思考过程】：
",D,客观题
965,安宁疗护-07,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下关于安宁疗护机构违法行为的罚款倍数组合，哪一个是正确的？
A.无证执业处15-20倍罚款；伪造证件处5-15倍罚款
B.无证执业处5-20倍罚款；伪造证件处5-15倍罚款
C.无证执业处5-10倍罚款；伪造证件处10-20倍罚款
D.无证执业处10-25倍罚款；伪造证件处5-10倍罚款
【思考过程】：
",B,客观题
966,安宁疗护-08,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为违反了医疗卫生机构的管理规定？
A.公立医院与外资企业共同投资设立独立法人资格的康复中心
B.政府办的医院与民营企业合作设立非独立法人资格的诊所
C.三甲医院将后勤清洁服务外包给第三方公司
D.非营利性医疗机构通过高薪聘请举办者亲属变相分配收益
E.非营利性私立医院将年度盈余分配给投资者
【思考过程】：
",BDE,客观题
967,安宁疗护-09,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：某医院因安宁疗护病区医疗信息安全制度不健全导致患者信息泄露，根据相关法规，卫生健康主管部门可对其处以多少金额的罚款？
A.五千元以上三万元以下
B.一万元以上三万元以下
C.一万元以上五万元以下
D.没收违法所得并处十万元以下罚款
E.责令停业整顿
【思考过程】：
",C,客观题
968,安宁疗护-10,安宁疗护,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在安宁疗护服务中，医疗卫生人员的下列哪些行为可能面临行政处罚？
A.向患者家属暗示需要礼品才优先安排护理服务
B.将患者病情细节上传至社交平台
C.开展新型镇痛疗法研究时未向伦理委员会申报
D.擅自将家属签字的手术同意书销毁
E.未取得患者同意即进行高风险生命维持操作
【思考过程】：
",ABC,客观题
1036,公共卫生资源分配-01,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在国家采取的公共卫生服务措施中，以下哪些属于法规明确提及的内容？
A.免费提供新生儿基因编辑服务
B.为公民提供婚前保健服务
C.预防新生儿出生缺陷
D.对先天畸形患儿进行免费手术治疗
E.开展儿童学前教育指导
【思考过程】：
",BC,客观题
1037,公共卫生资源分配-02,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些政策被纳入基本公共卫生服务项目中？
A.老年人健康管理
B.老年人常见病预防
C.老年人慢性病治疗
D.老年人体检费用减免
E.老年重症监护服务
【思考过程】：
",AB,客观题
1038,公共卫生资源分配-03,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：国家关于残疾人的健康保障措施中，以下哪些属于法律明确规定的责任？（多选）
A.发展残疾预防体系
B.完善无障碍设施建设
C.提供基本康复服务
D.减免残疾人医疗费用
E.建立残疾人康复保障体系
【思考过程】：
",ACE,客观题
