source_index,sample_id,scene,query,reference,type
4015,数字医疗-02,数字医疗,我院开发的智能分诊系统近期上线，通过AI算法对线上问诊患者的病情紧急程度进行分级。系统将“胸痛”“呼吸困难”等症状自动归类为“需24小时内响应”的非紧急类别，并优先处理标注为“慢性病咨询”的请求。上周一名患者因突发心梗使用该系统问诊，系统延迟了其转接至急诊医生的流程，最终患者通过线下渠道才获得救助。,"【法定救助义务】自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
4016,数字医疗-03,数字医疗,某互联网医院的年度合规报告中强调其“具备完善的急救响应机制”，但我们在抽查其后台数据时发现：过去半年内，平台收到的37条标注为“危急”的线上问诊请求中，有11例未在法定时限内触发急救流程，且系统日志显示这些请求被自动分类至普通咨询队列，未启动人工复核程序。,"【法定救助义务】自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
4017,数字医疗-04,数字医疗,我的父亲去世前未明确反对器官捐献。在他去世后，母亲作为配偶单独与医院签订了器官捐献协议，其他子女均未参与该决定的签署过程。,"【人体捐献】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的,应当采用书面形式,也可以订立遗嘱。自然人生前未表示不同意捐献的,该自然人死亡后,其配偶、成年子女、父母可以共同决定捐献,决定捐献应当采用书面形式。",主观题
4018,数字医疗-05,数字医疗,为提高器官捐献效率，我院规定当患者生前未签署捐献意愿时，若其配偶和成年子女中有一方到院并签署捐献同意书，即可执行捐献程序。近期有家属因时间紧迫仅由子女单独签署，我院仍按此流程完成捐献。,"【人体捐献】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的,应当采用书面形式,也可以订立遗嘱。自然人生前未表示不同意捐献的,该自然人死亡后,其配偶、成年子女、父母可以共同决定捐献,决定捐献应当采用书面形式。",主观题
4019,数字医疗-06,数字医疗,在最近的器官捐献流程审查中，发现某案例的捐献协议仅有患者配偶的签字。经核实，该患者生前未签署捐献意愿，且其成年子女和父母均未参与签署，但捐献仍被批准执行。,"【人体捐献】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的,应当采用书面形式,也可以订立遗嘱。自然人生前未表示不同意捐献的,该自然人死亡后,其配偶、成年子女、父母可以共同决定捐献,决定捐献应当采用书面形式。",主观题
4020,数字医疗-07,数字医疗,一位患者因骨髓疾病需要干细胞移植，在某医疗广告中看到某机构提供“干细胞存储服务”。该机构承诺患者只需捐赠部分自体干细胞，即可终身免费使用存储服务，并额外获得5000元“健康贡献感谢金”。患者签署协议时注意到条款中提到“捐赠即视为完全移交干细胞所有权”，但并未进一步询问法律效力。,【禁止人体买卖】禁止以任何形式买卖人体细胞、人体组织、人体器官、遗体。违反前款规定的买卖行为无效。,主观题
4021,数字医疗-08,数字医疗,某医院与生物科技公司签订合作协议，允许该公司以每份2000元的价格获取医院手术废弃的人体脂肪组织样本用于再生医学研究。医院在合同中明确将样本标注为“实验材料”，并约定公司需支付样本处理及运输费用。院方认为此类合作属于科研资源优化配置，符合医院科研转化政策。,【禁止人体买卖】禁止以任何形式买卖人体细胞、人体组织、人体器官、遗体。违反前款规定的买卖行为无效。,主观题
4022,数字医疗-09,数字医疗,卫生行政部门在例行检查中发现某三甲医院与某生物企业存在资金往来，涉及金额与该院提供的角膜组织样本数量高度匹配。双方签订的《医疗科研合作书》中明确使用“购买”“交易单价”等表述，并约定企业获得样本的完全处置权。医院解释称该费用属于科研合作经费的组成部分。,【禁止人体买卖】禁止以任何形式买卖人体细胞、人体组织、人体器官、遗体。违反前款规定的买卖行为无效。,主观题
4023,数字医疗-10,数字医疗,上周医生建议我参与一项新型糖尿病监测手环的临床试验，称该设备能实时追踪血糖数据且“完全免费”。在签署同意书时，护士匆忙解释设备原理，但未详细说明可能存在的副作用或数据误差风险。我注意到同意书末尾有一栏要求填写“设备使用押金500元”，并被告知试验结束后会全额退还。,"【人体临床试验】为研制新药、医疗器械或者发展新的预防和治疗方法,需要进行临床试验的,应当依法经相关主管部门批准并经伦理委员会审查同意,向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况,并经其书面同意。_x000D_
进行临床试验的,不得向受试者收取试验费用。",主观题
4215,安宁疗护-01,安宁疗护,我是一名晚期肝癌患者，在安宁疗护病房接受止痛治疗。医生最近建议改用一种新的镇痛药物，仅说明该药物能更有效地缓解疼痛，但未提及可能引起呼吸抑制的副作用。当我询问是否有其他镇痛方案时，医生表示该药物是最优选择，于是我同意了用药方案。,"公民接受医疗卫生服务，对病情、诊疗方案、医疗风险、医疗费用等事项依法享有知情同意的权利。_x000D_
需要实施手术、特殊检查、特殊治疗的，医疗卫生人员应当及时向患者说明医疗风险、_x000D_
替代医疗方案等情况，并取得其同意；不能或者不宜向患者说明的，应当向患者的近亲属说_x000D_
明，并取得其同意。法律另有规定的，依照其规定。_x000D_
开展药物、医疗器械临床试验和其他医学研究应当遵守医学伦理规范，依法通过伦理_x000D_
审查，取得知情同意",主观题
4216,安宁疗护-02,安宁疗护,我的父亲因脑出血处于植物状态，转入安宁疗护病房。医护人员建议更换一种新型营养泵以改善喂养效果，并告知该设备使用方便且成本较低。他们未说明若设备故障可能导致营养供给中断的风险，父亲的主治医生也未提供其他喂养方案的对比信息。作为家属，我们签署了同意书后才注意到设备操作指南中提及可能存在的技术缺陷。,"公民接受医疗卫生服务，对病情、诊疗方案、医疗风险、医疗费用等事项依法享有知情同意的权利。_x000D_
需要实施手术、特殊检查、特殊治疗的，医疗卫生人员应当及时向患者说明医疗风险、_x000D_
替代医疗方案等情况，并取得其同意；不能或者不宜向患者说明的，应当向患者的近亲属说_x000D_
明，并取得其同意。法律另有规定的，依照其规定。_x000D_
开展药物、医疗器械临床试验和其他医学研究应当遵守医学伦理规范，依法通过伦理_x000D_
审查，取得知情同意",主观题
4217,安宁疗护-03,安宁疗护,作为安宁疗护护士，我负责为晚期肺癌患者进行镇静剂注射。患者此前曾口头同意使用该药物缓解焦虑，但今日需调整药物剂量以应对新出现的呼吸急促症状。因患者当前意识模糊且家属暂时不在场，我直接执行了剂量调整，未重新确认患者或家属的知情同意，仅在护理记录中备注了病情变化。,"公民接受医疗卫生服务，对病情、诊疗方案、医疗风险、医疗费用等事项依法享有知情同意的权利。_x000D_
需要实施手术、特殊检查、特殊治疗的，医疗卫生人员应当及时向患者说明医疗风险、_x000D_
替代医疗方案等情况，并取得其同意；不能或者不宜向患者说明的，应当向患者的近亲属说_x000D_
明，并取得其同意。法律另有规定的，依照其规定。_x000D_
开展药物、医疗器械临床试验和其他医学研究应当遵守医学伦理规范，依法通过伦理_x000D_
审查，取得知情同意",主观题
4218,安宁疗护-04,安宁疗护,我院安宁疗护科近期开展了一项关于新型止痛贴剂的临床试验，宣称能延长药效并减少口服药物副作用。审查时发现，参与患者的知情同意书仅简要说明了药物可能引起的皮肤过敏风险，但未包含试验性药物与其他非试验止痛方案的对比信息，且部分患者家属签署同意时未见到伦理审查批件。,"公民接受医疗卫生服务，对病情、诊疗方案、医疗风险、医疗费用等事项依法享有知情同意的权利。_x000D_
需要实施手术、特殊检查、特殊治疗的，医疗卫生人员应当及时向患者说明医疗风险、_x000D_
替代医疗方案等情况，并取得其同意；不能或者不宜向患者说明的，应当向患者的近亲属说_x000D_
明，并取得其同意。法律另有规定的，依照其规定。_x000D_
开展药物、医疗器械临床试验和其他医学研究应当遵守医学伦理规范，依法通过伦理_x000D_
审查，取得知情同意",主观题
4219,安宁疗护-05,安宁疗护,我是一名晚期肺癌患者，在安宁疗护病房接受临终关怀。今天更换护理床单时，两位护士边操作边大声讨论我的病情和家庭情况，尽管病房内还有其他患者的家属在休息区等候。我试图提醒她们注意隐私，但她们回应说“这是工作需要，不用担心”。,"公民接受医疗卫生服务，应当受到尊重。医疗卫生机构、医疗卫生人员_x000D_
应当关心爱护、平等对待患者，尊重患者人格尊严，保护患者隐私。_x000D_
公民接受医疗卫生服务，应当遵守诊疗制度和医疗卫生服务秩序，尊重医疗卫生人员。",主观题
4220,安宁疗护-06,安宁疗护,我的父亲因肝癌晚期入住安宁疗护病房。上周探视时，我向护士询问父亲疼痛管理的具体方案，护士表示“按医嘱执行就行”，并让我签署一份“知情同意书”，但未详细解释治疗可能带来的副作用。当我追问细节时，护士以“其他家属都不问”为由回避了问题。,"公民接受医疗卫生服务，应当受到尊重。医疗卫生机构、医疗卫生人员_x000D_
应当关心爱护、平等对待患者，尊重患者人格尊严，保护患者隐私。_x000D_
公民接受医疗卫生服务，应当遵守诊疗制度和医疗卫生服务秩序，尊重医疗卫生人员。",主观题
4221,安宁疗护-07,安宁疗护,我是安宁疗护病房的护士，最近负责一位阿尔茨海默病合并晚期胰腺癌的患者。由于患者语言表达不清，我未再询问其对止痛药物的意见，而是直接按照医生的常规剂量执行。同组医生也认为“这种情况下不用再费时间沟通了”。,"公民接受医疗卫生服务，应当受到尊重。医疗卫生机构、医疗卫生人员_x000D_
应当关心爱护、平等对待患者，尊重患者人格尊严，保护患者隐私。_x000D_
公民接受医疗卫生服务，应当遵守诊疗制度和医疗卫生服务秩序，尊重医疗卫生人员。",主观题
4222,安宁疗护-08,安宁疗护,我是安宁疗护科主任，近期接到患者投诉称医护人员在公共区域讨论其病历。经查，发现多名医护人员因人手不足，常在护士站大声核对患者信息，且未对患者提出的隐私保护诉求给予书面回应，仅口头解释“这是正常工作流程”。,"公民接受医疗卫生服务，应当受到尊重。医疗卫生机构、医疗卫生人员_x000D_
应当关心爱护、平等对待患者，尊重患者人格尊严，保护患者隐私。_x000D_
公民接受医疗卫生服务，应当遵守诊疗制度和医疗卫生服务秩序，尊重医疗卫生人员。",主观题
4223,安宁疗护-09,安宁疗护,我是一名晚期肝癌患者，在安宁疗护病房接受疼痛管理治疗。主治医生每周都会为我开具新的止痛方案，但每次调整时并未详细解释原因，最近三次的用药剂量差异较大，且护士记录的疼痛评估结果与我的实际感受不符。,"医疗卫生机构应当遵守法律、法规、规章，建立健全内部质量管理和控_x000D_
制制度，对医疗卫生服务质量负责。_x000D_
医疗卫生机构应当按照临床诊疗指南、临床技术操作规范和行业标准以及医学伦理规_x000D_
范等有关要求，合理进行检查、用药、诊疗，加强医疗卫生安全风险防范，优化服务流程，_x000D_
持续改进医疗卫生服务质量。",主观题
4224,安宁疗护-10,安宁疗护,我的父亲在安宁疗护病房接受临终关怀，上周他因突发呼吸困难被送入急诊室。但查看病房记录发现，护理人员在日常巡视频次和生命体征监测上存在明显疏漏，而医院从未向我们说明过这些监测的具体标准。,"医疗卫生机构应当遵守法律、法规、规章，建立健全内部质量管理和控_x000D_
制制度，对医疗卫生服务质量负责。_x000D_
医疗卫生机构应当按照临床诊疗指南、临床技术操作规范和行业标准以及医学伦理规_x000D_
范等有关要求，合理进行检查、用药、诊疗，加强医疗卫生安全风险防范，优化服务流程，_x000D_
持续改进医疗卫生服务质量。",主观题
4574,公共卫生资源分配-01,公共卫生资源分配,为推进基层医疗均等化，某区将妇幼保健服务打包纳入社区卫生服务中心统一管理。然而，社区中心因设备限制，终止了新生儿先天性心脏病筛查项目，并建议家长自费前往上级医院检查。区卫健部门称此举是为了整合区域医疗资源，提升服务效率。,国家发展妇幼保健事业，建立健全妇幼健康服务体系，为妇女、儿童提供保健及常见病防治服务，保障妇女、儿童健康。国家采取措施，为公民提供婚前保健、孕产期保健等服务，促进生殖健康，预防出生缺陷。,主观题
4575,公共卫生资源分配-02,公共卫生资源分配,某省妇幼健康年报显示，某贫困县的孕产妇系统管理率连续两年未达标，该县妇幼保健院解释称因经费不足，暂停了农村地区上门产检服务。但审计发现，该县同期将妇幼保健专项经费用于新建行政办公楼，监管部门正在评估是否启动问责程序。,国家发展妇幼保健事业，建立健全妇幼健康服务体系，为妇女、儿童提供保健及常见病防治服务，保障妇女、儿童健康。国家采取措施，为公民提供婚前保健、孕产期保健等服务，促进生殖健康，预防出生缺陷。,主观题
4576,公共卫生资源分配-03,公共卫生资源分配,我是某县公共卫生资源调配负责人，今年因突发呼吸道传染病疫情，县财政紧急划拨大量资金用于防疫物资采购和隔离病房建设。考虑到预算紧张，我决定将原定用于65岁以上老年人慢性病筛查项目的经费，部分调剂至疫情应急储备金，并将老年人体检预约推迟至下半年。,国家发展老年人保健事业。国务院和省、自治区、直辖市人民政府应当将老年人健康管理和常见病预防等纳入基本公共卫生服务项目。,主观题
4577,公共卫生资源分配-04,公共卫生资源分配,我在省级公共卫生服务项目审查中发现，某市2023年度基本公共卫生服务清单中，老年人健康体检服务仅覆盖80岁以上人群，而未将65-79岁老年人纳入常规管理范围。该市卫生局解释称“基层医疗机构人手不足”，但同期为某工业园区专门增设了职业健康检查服务点。,国家发展老年人保健事业。国务院和省、自治区、直辖市人民政府应当将老年人健康管理和常见病预防等纳入基本公共卫生服务项目。,主观题
4578,公共卫生资源分配-05,公共卫生资源分配,作为某市公共资源交易中心的采购主管，我在审核残疾儿童康复辅具采购清单时，发现某中标企业的智能矫形器报价远高于市场均价，但其承诺将部分利润用于资助贫困儿童免费筛查。为平衡公益与采购规范，我建议将该产品纳入采购目录，并减少基础型辅具的采购数量以控制总价。,国家发展残疾预防和残疾人康复事业，完善残疾预防和残疾人康复及其保障体系，采取措施为残疾人提供基本康复服务。,主观题
4579,公共卫生资源分配-06,公共卫生资源分配,我是省级卫生监督所的专项检查员，在某偏远县核查残疾人康复服务覆盖率时，发现县医院将90%的康复资源集中用于开展“明星项目”——脑卒中患者康复营，而听力障碍儿童的助听设备适配服务因人流量少被暂停。医院称此举是为了提升项目品牌影响力，争取更多上级补助。,国家发展残疾预防和残疾人康复事业，完善残疾预防和残疾人康复及其保障体系，采取措施为残疾人提供基本康复服务。,主观题
4580,公共卫生资源分配-07,公共卫生资源分配,作为地级市医疗资源配置小组组长，我们根据最新人口普查数据调整急救站布局。主城区新增3个站点，但相邻三个工业重镇因城镇化率未达标准被排除在外。这三个镇区近年来工伤事故率持续高于全市平均水平，且常住人口中产业工人占比超过60%。,政府举办医疗卫生机构，应当考虑本行政区域人口、经济社会发展状况、医疗卫生资源、健康危险因素、发病率、患病率以及紧急救治需求等情况。,主观题
4581,公共卫生资源分配-08,公共卫生资源分配,某山区县政府提交的妇幼保健院扩建方案中，将产科床位从50张增至80张，但新生儿先天性疾病筛查室面积缩减30%。该区域出生缺陷发生率比平原地区高2.3倍，县卫健局称此举是为了优化资源配置，优先保障孕产妇住院需求。,政府举办医疗卫生机构，应当考虑本行政区域人口、经济社会发展状况、医疗卫生资源、健康危险因素、发病率、患病率以及紧急救治需求等情况。,主观题
4582,公共卫生资源分配-09,公共卫生资源分配,某县妇幼保健院床位长期超负荷使用，实际住院量是核定床位数的1.8倍。为应对上级巡查，院方将走廊加装临时床位，并向卫健局提交说明称“采用动态周转制度”。局领导在批复中要求“确保单人单间隔离病房数量不变”，但未提及总床位数调整。,各级各类医疗卫生机构的具体条件和配置应当符合国务院卫生健康主管部门制定的医疗卫生机构标准。,主观题
4583,公共卫生资源分配-10,公共卫生资源分配,在血液制品专项检查中，某三甲医院输血科储血冰箱温度记录完整，但检查组发现液氮罐未接入自动报警系统，且应急电源供电时间仅45分钟（国标要求≥60分钟）。院方解释称因近期基建改造暂停使用部分设备间，承诺一周内恢复，但该改造工程已持续3个月未备案。,各级各类医疗卫生机构的具体条件和配置应当符合国务院卫生健康主管部门制定的医疗卫生机构标准。,主观题
4710,人体试验-01,人体试验,我正在招募帕金森病患者参与一项新型靶向药物的临床试验。为了确保试验尽快开始，我向受试者解释了试验的详细情况后，让他们即刻做出知情同意的决定。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4711,人体试验-02,人体试验,我正在审批一项关于新型帕金森病靶向药物的临床试验。研究者在试验申请书中提到，他们会在向受试者解释试验详情后要求受试者即刻做出知情同意的决定。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4712,人体试验-03,人体试验,我患帕金森病10年，被招募参与京州人民医院开展的一款新型帕金森病靶向药物的临床试验，试验前研究者告知我可能的风险，但没有给我时间考虑，要求我立即签署知情同意书，否则将取消我的参与资格。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4713,人体试验-04,人体试验,我正在设计一项关于糖尿病新药的临床试验。为了简化流程，我没有在知情同意书中详细列出受试者的权利和义务，但我确保了所有关键信息都已口头告知。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4714,人体试验-05,人体试验,我正在审批一项针对心血管疾病的临床试验。研究团队提交的知情同意书中缺少了受试者权利和义务的具体条款。我要求他们补充完整后再提交。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4715,人体试验-06,人体试验,我正在审批针对艾滋病的靶向药物临床试验，研究者提供的试验方案中没有明确说明受试者的权利和义务。然而，几名潜在受试者病情危急，如果不能尽快使用试验药品治疗，会有生命危险。我打算直接通过审查。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4716,人体试验-07,人体试验,我被确诊为罕见病，医生告诉我只有参加一项新药试验才有希望。知情同意书上没有详细列出我的权利和义务，但我太想活下去了，根本不在乎这些条款。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4717,人体试验-08,人体试验,我计划开展阿尔茨海默病的靶向药物临床试验，我的临床试验患者已经出现严重认知障碍，我担心他们无法签署知情同意书，我想用家属的口头同意代替。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4718,人体试验-09,人体试验,我正在进行一项针对阿尔茨海默病的临床试验，患者病情迅速恶化，已失去认知能力，无法签署知情同意书。为了不耽误试验进度，我打算在没有家属书面同意的情况下继续进行试验。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
4719,人体试验-10,人体试验,我正在审批一项阿尔茨海默病的靶向药物临床试验，研究团队计划在患者失去认知能力时，用家属的口头同意代替书面同意，以确保试验顺利进行。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
